epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
83,9114.53,1.47329,1.00115,0.89485,0.4472,0.33932,0.33982,0.19717,1.42543,1.01222,0.89345,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,9224.66,1.47506,0.99633,0.89278,0.44342,0.3354,0.33869,0.19738,1.42277,1.01246,0.89257,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,9332.8,1.47429,0.99945,0.89256,0.45248,0.33814,0.34204,0.19791,1.42464,1.00992,0.8934,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,9441.43,1.47036,0.99596,0.89154,0.44218,0.34273,0.34104,0.19759,1.42498,1.01211,0.89301,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,9549.87,1.46599,0.99078,0.89302,0.44006,0.34545,0.34271,0.19841,1.424,1.01071,0.89331,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,9658.8,1.46849,0.98795,0.89151,0.44931,0.34517,0.34465,0.19973,1.42178,1.0086,0.89284,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,9768.1,1.46742,0.9898,0.89173,0.4434,0.34336,0.34486,0.19958,1.4222,1.00905,0.89319,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,9877.94,1.47096,0.98904,0.892,0.44267,0.34474,0.34393,0.19863,1.42287,1.01089,0.89335,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,9987.28,1.4657,0.9923,0.89325,0.45466,0.34239,0.34558,0.19962,1.4197,1.00917,0.89251,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,10096.4,1.46622,0.98791,0.88974,0.44472,0.34556,0.34588,0.20014,1.41899,1.00844,0.89165,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,10205.4,1.46448,0.98571,0.89258,0.4527,0.34484,0.34742,0.20063,1.41649,1.00749,0.89191,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,10314.1,1.46178,0.98344,0.89071,0.45233,0.34445,0.34713,0.20034,1.41642,1.0063,0.8918,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,10422.9,1.45721,0.98021,0.89182,0.45097,0.3479,0.34652,0.19965,1.4153,1.00661,0.89127,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,10531.6,1.45334,0.97782,0.89074,0.45127,0.34775,0.34593,0.19946,1.41664,1.00739,0.89152,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
